draft_year,round,pick,overall,player_name_raw,nba_player_id,matched_athlete_id,final_college_season,years_in_college,min_start_season,position,conference,conf_tier,pick_overall,log_pick,birthdate,age_at_draft,c_alpha_0,c_alpha_1,c_alpha_2,c_alpha_3,c_alpha_4,c_alpha_5,c_alpha_6,c_alpha_7,c_argmax,c_alpha_max,PORPAG,PLAYER_HEIGHT_INCHES,PTS_PER_100,TS%,USG%,AST%,TOV%,STL%,BLK%,TRB%,FTr,% of FG Ast'd_2P,% of FG Ast'd_3P,PLAYER_HEIGHT_INCHES_z,PTS_PER_100_z,TS%_z,USG%_z,AST%_z,TOV%_z,STL%_z,BLK%_z,TRB%_z,FTr_z,% of FG Ast'd_2P_z,% of FG Ast'd_3P_z,rim_finishing_share,three_pt_jumper_share
2025,1,13,13,Derik Queen,1642852.0,3288.0,2025.0,1.0,2025,C,Big Ten,True,13,2.5649493574615367,2004-12-27,20.49281314168378,0.0868507542807516,0.0,0.0847295133725933,0.0,0.1539389779420513,0.0,0.6191931858890874,0.0552875685155161,6,0.6191931858890874,3.7,82.0,0.3215188735433266,0.6,0.264,0.1160496490881085,0.1465719409573734,0.0210321836635298,0.0378703115707561,0.1686751124386308,0.546,0.3663366336633663,1.0,1.408578071613042,1.6076392892051437,0.7799076843123722,1.3907766928499206,-0.15638764415273165,-0.005667145559689266,0.07690491450481816,0.844372851672259,1.972544102984935,1.3076046069806153,-0.04219260979879224,0.7869892045322806,0.548469387755102,0.08928571428571429
2025,1,14,14,Carter Bryant,1642868.0,271.0,2025.0,1.0,2025,F,Big 12,True,14,2.6390573296152584,2005-11-26,19.578370978781656,0.0276628647085161,0.1133488815972934,0.3117506916451603,0.2552940374426096,0.2035793890114257,0.0,0.0883641355949947,0.0,2,0.3117506916451603,1.4,80.0,0.195431547740028,0.599,0.1639999999999999,0.0832471994859904,0.1548376297288249,0.0281563907988262,0.0580814066804679,0.1192130506918652,0.335,0.6190476190476191,0.9230769230769232,0.7992694910170699,-0.34537543594350045,0.7637967174994655,-0.6177357124041821,-0.614454079084042,0.16422730386791143,0.8927678335614626,1.7848768661805372,0.6863505048859131,-0.017225707791267496,1.2667747904167326,0.5418378254434235,0.23863636363636365,0.5965909090909091
2025,1,18,18,Walter Clayton Jr.,1642383.0,499.0,2025.0,4.0,2022,G,SEC,True,18,2.8903717578961645,2003-03-06,22.305270362765228,0.0602704397426715,0.0,0.0211012043959256,0.1146785551317443,0.0508364461835017,0.4931564469615748,0.0858782102228176,0.174078697361764,5,0.4931564469615748,5.1,75.0,0.3295883872097286,0.607,0.256,0.2310651500948891,0.1379593753669132,0.0212169476134537,0.0164082705887902,0.0601494808582892,0.275,0.1636363636363636,0.5304347826086957,-0.7240019604728607,1.7326310670453482,0.8926844520027186,1.2300957004295925,1.4497344945003705,-0.18269136333620517,0.09806404879984845,-0.154342734668275,-0.8495172434047779,-0.3939547072524664,-1.092119446484555,-0.7095000834710062,0.23622047244094488,0.5846456692913385
2025,1,20,20,Kasparas Jakucionis,1642857.0,5641.0,2025.0,1.0,2025,G,Big Ten,True,20,2.995732273553991,2006-05-29,19.07460643394935,0.2716133303996177,0.0,0.1099173909200138,0.0477433558143825,0.0,0.4287674337939918,0.141958489071994,0.0,5,0.4287674337939918,3.1,78.0,0.272957268279837,0.598,0.243,0.259626824800287,0.2295118674429019,0.0159908771048886,0.0075652976399132,0.0946050023447822,0.496,0.2043010752688172,0.3773584905660377,0.18996091042109764,0.8554500461371473,0.747685750686559,0.9689890877465591,1.8485810643957055,1.6990949783776321,-0.5004246053535762,-0.5658420380687388,0.04645169905420743,0.9936637740962827,-0.8814883898840229,-1.1973493167718685,0.33134328358208953,0.5014925373134328
2025,1,21,21,Will Riley,1642860.0,5645.0,2025.0,1.0,2025,G,Big Ten,True,21,3.044522437723423,2006-02-10,19.370294318959616,0.0,0.1740414676721523,0.0,0.0029688791051461,0.0,0.175875786014691,0.3492214395751009,0.2978924276329096,6,0.3492214395751009,3.0,80.0,0.2855068790531866,0.538,0.238,0.1608289755378514,0.0929121316697637,0.0058146967491308,0.0098490373089915,0.0854937814721238,0.3229999999999999,0.3689320388349514,0.7380952380952381,0.7992694910170699,1.0498357584130327,-0.21897225808783702,0.868563467483854,0.46892865613157925,-1.1086004893356594,-1.665798948382139,-0.4595703929549686,-0.19047319941195334,-0.09257150768350804,-0.02874918645575852,-0.047692871889305745,0.2774566473988439,0.3988439306358382
2025,1,22,22,Drake Powell,1642962.0,242.0,2025.0,1.0,2025,G,ACC,True,22,3.091042453358316,2005-09-08,19.794661190965098,0.042885098244479,0.1764862567678126,0.11753149391931,0.2610087055887137,0.0399147537035059,0.0,0.0560914904882766,0.3060822012879017,7,0.3060822012879017,1.7,78.0,0.1667684167684167,0.586,0.139,0.0702188448057494,0.1031479217603912,0.0156947584206389,0.0280555084825547,0.0756583290172541,0.256,0.4696969696969697,1.0,0.18996091042109764,-0.7893496141551264,0.5543541489316793,-1.1198638137177048,-0.7963871985244052,-0.8982122240636935,-0.534336063784118,0.38765036058734664,-0.4462307544978562,-0.5132522237485128,0.4931830492276223,0.7869892045322806,0.32701421800947866,0.45023696682464454
2025,1,23,23,Asa Newell,1642854.0,20.0,2025.0,1.0,2025,F,SEC,True,23,3.1354942159291497,2005-10-05,19.720739219712527,0.0,0.0,0.0972491946859151,0.1299960275548532,0.0970338267400618,0.0,0.4915263400567725,0.1841946109623972,6,0.4915263400567725,4.7,83.0,0.3150171883820415,0.619,0.236,0.0671531822328257,0.0825156110615521,0.0203869590856757,0.0378288530979538,0.1374697203259194,0.384,0.4417177914110429,0.9615384615384616,1.7132323619110281,1.5069322056234091,1.086016053757598,0.828393219378772,-0.8391973283322363,-1.3222924384924433,0.0030139119640509564,0.8424436212226328,1.1610903514808606,0.2904363084353782,0.34825926522429157,0.6644135149878518,0.5100286532951289,0.25501432664756446
2025,1,24,24,Nique Clifford,1642363.0,6788.0,2025.0,5.0,2021,G,Mountain West,False,24,3.1780538303479458,2002-02-09,23.37303216974675,0.0519158185219938,0.0,0.0593857611066161,0.0949805631115501,0.0856975880610685,0.3350369978915486,0.3729832713072227,0.0,6,0.3729832713072227,5.0,78.0,0.3254189026753282,0.609,0.2769999999999999,0.2682546852386176,0.1426905609426783,0.0204450895839024,0.020004449599536,0.1643747861361363,0.373,0.3604651162790697,0.6666666666666666,0.18996091042109764,1.6680483293269903,0.9249063856285319,1.6518833055329516,1.9690639344255039,-0.08544572649216693,0.009671006159765827,0.013002022166381426,1.860719970211761,0.221369325200825,-0.0726053155787044,-0.2753334381861023,0.28541666666666665,0.3645833333333333
2025,1,25,25,Jase Richardson,1642859.0,2479.0,2025.0,1.0,2025,G,Big Ten,True,25,3.218875824868201,2005-10-16,19.690622861054074,0.0506532326909832,0.0,0.0,0.2679387914041878,0.0805362241656855,0.1997892739734889,0.1772102729594469,0.2238722048062074,3,0.2679387914041878,3.8,75.0,0.2898421588594704,0.632,0.205,0.1461914463772086,0.0798551959114139,0.019938238453276,0.0139603929933954,0.0740697428778368,0.418,0.3870967741935484,0.851063829787234,-0.7240019604728607,1.1169865623924942,1.2954586223253843,0.20575437375000086,0.2645243851046439,-1.3769750886235106,-0.04837349410627102,-0.2682523814734802,-0.487539774995389,0.5039160747967241,0.0653387155077915,0.31233440672193935,0.2787456445993031,0.39372822299651566
2025,1,27,27,Danny Wolf,1642874.0,5608.0,2025.0,3.0,2023,F,Big Ten,True,27,3.295836866004329,2004-05-05,21.13894592744695,0.133685036901823,0.0753755053312694,0.2554225416519324,0.0,0.0,0.1718290635738278,0.3636878525411471,0.0,6,0.3636878525411471,2.0,84.0,0.2545909472123719,0.566,0.242,0.2276915952766844,0.2167943344413933,0.0129781896731935,0.0462661077472442,0.1768592643393165,0.355,0.3098591549295774,0.6486486486486487,2.017886652209014,0.5709670874968369,0.2321348126735468,0.9489039636940181,1.402624835088819,1.4376965242244615,-0.8454370278658768,1.2350632109089539,2.185361834571311,0.10835062536246523,-0.33472907550283465,-0.33275628373844707,0.5027472527472527,0.3076923076923077
2025,1,29,29,Liam McNeeley,1642862.0,7791.0,2025.0,1.0,2025,G,Big East,True,29,3.367295829986474,2005-10-10,19.707049965776864,0.0489872928756698,0.1734442036865845,0.0,0.0,0.0,0.1399697856490027,0.4141273182172888,0.223471399571454,6,0.4141273182172888,3.3,79.0,0.283430247359899,0.536,0.251,0.1309515530654637,0.1202269885543906,0.0108455451795879,0.0078876692215185,0.1147835971217242,0.41,0.3142857142857143,0.8936170212765957,0.49461520071908377,1.017670017329523,-0.2511941917136503,1.1296700801668873,0.05170846182086118,-0.5471660221155165,-1.0896670914813356,-0.5508407843010754,0.571168593259175,0.45368554153523083,-0.3118008205894522,0.4479500632391796,0.3365695792880259,0.47249190938511326
2025,1,30,30,Yanic Konan Niederhauser,1642949.0,4124.0,2025.0,3.0,2023,C,Big Ten,True,30,3.4011973816621555,2003-03-14,22.28336755646817,0.0,0.0,0.4261163258153566,0.0770535838653037,0.0,0.0,0.4968300903193395,0.0,6,0.4968300903193395,2.9,84.0,0.3020698585399088,0.641,0.233,0.0608708458102204,0.1413261099988222,0.0153749972264966,0.1017538702723887,0.1503972515060489,0.56,0.7388059701492538,1.0,2.017886652209014,1.3063860708557533,1.4404573236415439,0.7681378472211495,-0.9269263693961728,-0.11349089590116386,-0.5709550581928368,3.817133263407191,1.4972532055130294,1.3955080401882285,1.8870872681558701,0.7869892045322806,0.740909090909091,0.045454545454545456
2025,2,1,31,Rasheer Fleming,1642853.0,3518.0,2025.0,3.0,2023,F,A-10,False,31,3.4339872044851463,2004-07-10,20.958247775496236,0.0,0.0,0.1690457052482331,0.3152060887530767,0.1835891739076033,0.0,0.3321590320910869,0.0,6,0.3321590320910869,3.8,81.0,0.2848833751667461,0.644,0.212,0.0854226590349883,0.1193528423658385,0.0272110826182662,0.0489195801679739,0.1536725923387875,0.285,0.6341463414634146,0.9830508474576272,1.103923781315056,1.0401780686837303,1.488790224080264,0.34635024211778803,-0.5840750978788579,-0.565133379649741,0.7845113108420794,1.3585400166206891,1.5824239861454434,-0.3311665406756002,1.3449816613888377,0.7329727989703291,0.41812865497076024,0.4473684210526316
2025,2,3,33,Sion James,1642883.0,213.0,2025.0,5.0,2021,F,ACC,True,33,3.49650756146648,2002-12-04,22.55715263518138,0.2453648683439326,0.0,0.0,0.3378984501547917,0.0825072337688961,0.0780239820613745,0.1604692077923361,0.0957362578786687,3,0.3378984501547917,2.9,78.0,0.2058251146221592,0.644,0.162,0.1893391704115858,0.1525974025974026,0.0208031816630778,0.0111306134680422,0.0943396930749618,0.461,0.382716049382716,0.967741935483871,0.18996091042109764,-0.18438551060170638,1.488790224080264,-0.657905960509262,0.8670563412104755,0.11818127363261997,0.050679646624421905,-0.3999334699707162,0.039552692577154734,0.7739051910772502,0.0426478698448065,0.6841837874950178,0.5576036866359447,0.3456221198156682
2025,2,4,34,Ryan Kalkbrenner,1641750.0,7806.0,2025.0,5.0,2021,C,Big East,True,34,3.5263605246161616,2002-01-17,23.43600273785079,0.0,0.0,0.2771828315358879,0.2305040439039699,0.0,0.0,0.4923131245601421,0.0,6,0.4923131245601421,5.9,85.0,0.3320865319894007,0.692,0.236,0.1002920381186597,0.0950782997762863,0.0093280581556177,0.0731429501261085,0.1413200810576088,0.386,0.717741935483871,0.6666666666666666,2.3225409425070005,1.7713257852429891,2.2621166310997802,0.828393219378772,-0.3764331824391115,-1.0640766815803548,-1.263449432378334,2.4857514105049106,1.261213741986203,0.3029939417507515,1.7779818620253385,-0.2753334381861023,0.6390243902439025,0.14878048780487804
2025,2,8,38,Kam Jones,1642880.0,401.0,2025.0,4.0,2022,G,Big East,True,38,3.6375861597263857,2002-02-25,23.329226557152634,0.0,0.0,0.0,0.033362790954421,0.1339377625802904,0.5986102408238193,0.0972131987482823,0.1368760068931869,5,0.5986102408238193,5.2,77.0,0.3347638334338705,0.556,0.288,0.3879258212635655,0.0946611132146914,0.0241573578551087,0.0094732693228187,0.0764069101222218,0.16,0.0954773869346733,0.765625,-0.11469337987688849,1.8127955294175022,0.07102514454448229,1.8728196701109041,3.6401992096272733,-1.0726516089881666,0.4347993005158126,-0.4770563974292828,-0.4267649216784164,-1.116018622886431,-1.4451625815065814,0.04004359637091769,0.45036764705882354,0.37683823529411764
2025,2,10,40,Micah Peavy,1642877.0,8176.0,2025.0,5.0,2021,G,Big East,True,40,3.688879454113936,2001-07-16,23.942505133470227,0.0,0.0450101894123918,0.0584961500301865,0.1159707302864754,0.4231355783132618,0.1494780328927237,0.1582219854354244,0.0496873336295363,4,0.4231355783132618,3.3,80.0,0.2739754125381111,0.556,0.248,0.1987096178838656,0.1435886789841533,0.0370229760233556,0.0156547663583675,0.0899286361228605,0.2,0.2934131736526946,0.6730769230769231,0.7992694910170699,0.8712204712458284,0.07102514454448229,1.0694147080092642,0.9979089915278213,-0.06698564719370591,1.9081675778374418,-0.18940633462733858,-0.07515084003516853,-0.864865956578965,-0.41991434484623813,-0.2549041565953639,0.378021978021978,0.2857142857142857
2025,2,12,42,Maxime Raynaud,1642875.0,907.0,2025.0,4.0,2022,C,ACC,True,42,3.737669618283368,2003-04-07,22.217659137577,0.0,0.1106009967976778,0.011018196870421,0.0,0.0640243011297142,0.0,0.786983789643144,0.0273727155590427,6,0.786983789643144,4.1,85.0,0.3637055785336543,0.563,0.316,0.1216093659823563,0.1179576475874852,0.0154330514229273,0.0464548018005881,0.1882675327311478,0.263,0.4696132596685083,0.9402985074626866,2.3225409425070005,2.261085268225633,0.1838019122348269,2.4352031435820525,-0.0787495491974383,-0.5938104633467809,-0.5643067020650685,1.2438439085267936,2.482018327503055,-0.4693005071447062,0.49274945629077194,0.5967224625528689,0.250936329588015,0.36329588014981273
2025,2,13,43,Jamir Watkins,1642364.0,3104.0,2025.0,5.0,2021,G,ACC,True,43,3.7612001156935624,2001-07-06,23.969883641341543,0.0947070213826867,0.0,0.0,0.0,0.1633059776907723,0.1987460428989839,0.4903181312476995,0.0529228267798575,6,0.4903181312476995,3.4,79.0,0.3558587736097029,0.564,0.31,0.1632523423852628,0.1412614980289093,0.022930373000108,0.0204500987633517,0.1053198052752221,0.59,0.2136752136752136,0.8269230769230769,0.49461520071908377,2.139543111119744,0.19991287904773353,2.3146923992668067,0.5027695133172204,-0.11481894191865936,0.2942852157302197,0.033739880523671585,0.3250755664655902,1.5838725399188274,-0.832933153710084,0.2353986015823509,0.30402010050251255,0.4020100502512563
2025,2,14,44,Brooks Barnhizer,1642964.0,5461.0,2025.0,4.0,2022,F,Big Ten,True,44,3.784189633918261,2002-03-02,23.315537303216978,0.0004793292272482,0.0428941983166901,0.0321855025022309,0.0,0.5128564791708464,0.0799298685548587,0.3316546222281254,0.0,4,0.5128564791708464,2.6,78.0,0.2856063036418209,0.505,0.278,0.2409951541189988,0.1402315312089748,0.0382245549977179,0.0373470399610393,0.1436627570384029,0.357,0.2325581395348837,0.8823529411764706,0.18996091042109764,1.051375783823259,-0.7506341629137558,1.6719684295854949,1.5884010147557295,-0.13598906465614305,2.045772185744386,0.8200229069045272,1.3221318424961308,0.12090825867783854,-0.7351252395293376,0.4120518012199101,0.3225806451612903,0.25806451612903225
2025,2,18,48,Javon Small,1642914.0,3320.0,2025.0,4.0,2022,G,Big 12,True,48,3.871201010907891,2002-12-19,22.5160848733744,0.080284247558637,0.0,0.0105850298196192,0.1318077087553788,0.0923692706510456,0.6281346732468777,0.0568190699684416,0.0,5,0.6281346732468777,4.6,75.0,0.3296146044624746,0.582,0.281,0.3513028230334548,0.145475219048893,0.0271447321322037,0.0109374378554667,0.0659142456824814,0.379,0.2886597938144329,0.425,-0.7240019604728607,1.7330371560819713,0.48991028168005285,1.732223801743118,3.1287811161846637,-0.028209364359411182,0.7769128651186837,-0.4089227126686565,-0.6996123799685646,0.2590422251469449,-0.4445354322107845,-1.0455173541569298,0.24121779859484777,0.5362997658079626
2025,2,19,49,Tyrese Proctor,1642878.0,207.0,2025.0,3.0,2023,G,ACC,True,49,3.8918202981106265,2004-04-01,21.232032854209447,0.0106244252502455,0.0951631115131576,0.0,0.2204107022111739,0.0382294064545903,0.1912591367353937,0.1137400594168986,0.3305731584185401,7,0.3305731584185401,3.5,78.0,0.251037429639673,0.59,0.2019999999999999,0.1318105005535808,0.0933940774487471,0.0165384220785882,0.0038820455393803,0.0583927350844644,0.205,0.3421052631578947,0.8202247191011236,0.18996091042109764,0.5159252972031622,0.6187980161833059,0.14549900159237614,0.06370314570720115,-1.0986944893593305,-0.43771985350208975,-0.7372386580041261,-0.8951990263306326,-0.833471873290532,-0.16770386925582864,0.21405115003247865,0.2136986301369863,0.6027397260273972
2025,2,20,50,Kobe Sanders,1642920.0,7060.0,2025.0,5.0,2021,G,Mountain West,False,50,3.912023005428146,2002-05-30,23.071868583162217,0.0971773917533239,0.0,0.0,0.0379851634904314,0.0964701083481147,0.3615659535990253,0.3007452992372467,0.1060560835718577,5,0.3615659535990253,4.3,81.0,0.3116342125164421,0.58,0.27,0.2998205769142296,0.1190848039981258,0.0220056093957378,0.0119806867726011,0.0772454448600743,0.455,0.1893939393939394,0.7317073170731707,1.103923781315056,1.454532000937925,0.4576883480542396,1.5112874371651668,2.4098625833270737,-0.5706426883313485,0.18838145417887525,-0.3603761203454705,-0.4049599670622644,0.7362322911311302,-0.9587028998157083,-0.06805097131422268,0.24468085106382978,0.3191489361702128
2025,2,24,54,Taelon Peter,1643007.0,1101.0,2025.0,5.0,2021,G,CUSA,False,54,3.9889840465642745,2002-02-27,23.32375085557837,0.0,0.0,0.0,0.5359033797206703,0.0122929562173266,0.2007090591931064,0.2510946048688968,0.0,3,0.5359033797206703,4.4,76.0,0.376209833851534,0.731,0.241,0.0961565880950615,0.0602202339986235,0.0250662616815135,0.0053907735280406,0.1060359196309764,0.304,0.6395348837209303,0.9178082191780822,-0.4193476701748746,2.4547684525366003,2.8904443368031387,0.9288188396414772,-0.43418224911320247,-1.7805556172331833,0.5388868031486965,-0.6670314415008417,0.34369714565882353,-0.21186902417955375,1.3728927003135873,0.5250466350948712,0.3786764705882353,0.5919117647058824
2025,2,26,56,Will Richard,1642954.0,498.0,2025.0,4.0,2022,G,SEC,True,56,4.02535169073515,2002-12-24,22.50239561943874,0.0579779747681817,0.0,0.0366268539256374,0.3730139584688202,0.2813981407471019,0.066792998981399,0.0507008877011124,0.133489185407747,3,0.3730139584688202,3.7,76.0,0.2468150229471735,0.629,0.183,0.0986328027377267,0.1280356847844044,0.0306100265228923,0.0107243471553669,0.0768626190937456,0.253,0.4536082474226804,0.7692307692307693,-0.4193476701748746,0.4505228279741574,1.2471257218866645,-0.23611835540590106,-0.39960340432421093,-0.3866646793444639,1.1737577551234426,-0.4188386849507294,-0.41491483009163505,-0.5320886737215728,0.4098482747770994,0.05153506726570803,0.30939226519337015,0.5966850828729282
2025,2,29,59,Jahmai Mashack,1642942.0,306.0,2025.0,4.0,2022,G,SEC,True,59,4.07753744390572,2002-11-10,22.622861054072555,0.1825579206013687,0.0718213036420921,0.1297340466459132,0.2127206966003205,0.3452941098096566,0.0,0.0,0.0578719227006488,4,0.3452941098096566,1.6,76.0,0.1367769638797676,0.571,0.1159999999999999,0.0939482330488717,0.1492410028995394,0.0383773270791335,0.023715538358323,0.0885101704233095,0.509,0.3396226415094339,0.9444444444444444,-0.4193476701748746,-1.2538986776471304,0.3126896467380799,-1.5818216669261504,-0.4650205961068188,0.0491932322854866,2.063267617015126,0.18569399441674042,-0.11203611002707015,1.0752883906462092,-0.1805631076461318,0.6099354307458834,0.4140127388535032,0.3375796178343949
